Statut,Lignes avec marqueurs + termes médicaux (texte original CLEAR EX),Lignes avec marqueurs + termes médicaux avec balises <t> (CLEAR EX),Terme médical,Marqueur,Indicateur,Reformulation
non,Les principaux objectifs consistaient à déterminer l'efficacité et la tolérance du sargramostime pour l'induction de la rémission chez les patients souffrant de la maladie de Crohn cliniquement active.,Les principaux objectifs consistaient à déterminer l'<t>efficacité<t> et la <t>tolérance<t> du sargramostime pour l'induction de la rémission chez les patients souffrant de la <t>maladie<t> de Crohn cliniquement active.,,,maladie/s,
non,Des essais contrôlés randomisés de sargramostime pour le traitement de patients souffrant de la maladie de Crohn active ont été pris en compte pour l'inclusion.,Des essais contrôlés randomisés de sargramostime pour le traitement de patients souffrant de la <t>maladie<t> de Crohn active ont été pris en compte pour l'inclusion.,,,maladie/s,
oui,Le principal résultat concernait l'induction de la rémission clinique comme défini par un indice d'activité de la maladie de Crohn (CDAI) Résultats principaux.,Le <t>principal<t> résultat concernait l'induction de la rémission <t>clinique<t> comme défini par un indice d'activité de la <t>maladie<t> de Crohn (CDAI) Résultats principaux.,un indice d'activité de la maladie de Crohn,(),trouble/s ; défini,CDAI
non,Le sargramostime ne semble pas être plus efficace que le placebo pour l'induction d'une rémission clinique ou d'une amélioration clinique chez les patients souffrant de la maladie de Crohn active.,Le sargramostime ne semble pas être plus <t>efficace<t> que le placebo pour l'induction d'une rémission <t>clinique<t> ou d'une amélioration <t>clinique<t> chez les patients souffrant de la <t>maladie<t> de Crohn active.,,,maladie/s,
oui,"Des ultrasons sont utilisés dans le traitement d'une large gamme de troubles musculosquelettiques, notamment les entorses aiguës de la cheville.","Des ultrasons sont utilisés dans le traitement d'une <t>large<t> gamme de troubles musculosquelettiques, notamment les <t>entorses<t> aiguës de la cheville.",troubles musculosquelettiques,notamment,trouble/s,les entorses aiguës de la cheville
oui,La restriction de la croissance foetale est définie comme la non concrétisation du potentiel de croissance ; elle est considérée comme une des principales complications de la grossesse.,La restriction de la croissance foetale est définie comme la non concrétisation du potentiel de croissance ; elle est considérée comme une des principales complications de la <t>grossesse<t>.,La restriction de la croissance foetale,,définie comme ,la non concrétisation du potentiel de croissance
oui,PAG est défini comme un poids inférieur à un percentile spécifié (habituellement le 10ème percentile).,PAG est défini comme un <t>poids<t> <t>inférieur<t> à un percentile <t>spécifié<t> (habituellement le 10ème percentile).,PAG,,défini comme,un poids inférieur à un percentile spécifié (habituellement le 10ème percentile)
oui,Une consommation insuffisante en fruits et légumes pendant l'enfance augmente le risque de développer des maladies chroniques telles que les maladies cardiovasculaires.,Une consommation insuffisante en fruits et légumes pendant l'<t>enfance<t> augmente le risque de développer des maladies chroniques telles que les maladies cardiovasculaires.,des maladies chroniques,,maladie/s ; telles que,les maladies cardiovasculaires
oui,Trente essais ont examiné l'impact des pratiques portant sur l'alimentation des enfants (par exemple l'exposition répétée à des aliments) sur l'augmentation de la consommation de légumes chez les enfants.,Trente essais ont examiné l'impact des pratiques portant sur l'<t>alimentation<t> des enfants (par exemple l'<t>exposition<t> répétée à des <t>aliments<t>) sur l'augmentation de la consommation de légumes chez les enfants.,des pratiques portant sur l'alimentation des enfants,(),par exemple,l'exposition répétée à des aliments
oui,"Le virus de l'immunodéficience humaine/syndrome d'immunodéficience acquise (VIH/sida) est une maladie qui affecte également les pays à faibles et moyens revenus de manière disproportionnée ; la grande majorité des quelques 2,1 millions d'enfants de moins de 15 ans vivant avec le VIH/sida réside en Afrique subsaharienne.Les nourrissons et les enfants infectés par le VIH présentent une diarrhée plus fréquente et plus sévère que les enfants non infectés.","Le <t><t>virus<t> de l'<t>immunodéficience<t> humaine<t>/<t>syndrome<t> d'<t>immunodéficience<t> acquise (<t>VIH<t>/sida) <mdef>est une<mdef> <t>maladie<t> qui affecte également les pays à faibles et moyens revenus de manière disproportionnée ; la grande majorité des quelques 2,1 millions d'enfants de moins de 15 ans vivant avec le <t>VIH<t>/sida réside en Afrique subsaharienne.Les nourrissons et les enfants infectés par le <t>VIH<t> présentent une <t>diarrhée<t> plus fréquente et plus <t>sévère<t> que les enfants non infectés.",Le virus de l'immunodéficience humaine,est un/e non<h>,maladie/s non<h>,syndrome d'immunodéficience acquise (VIH/sida)
oui,"Nous avons cherché dans les bases de données suivantes (des origines à la 1ère semaine de juillet 2011) : le registre des essais du groupe Cochrane sur les troubles menstruels et l'hypofertilité, le registre Cochrane des essais contrôlés (CENTRAL) (The Cochrane Library), MEDLINE, EMBASE et CINAHL.","Nous avons cherché dans les bases de données suivantes (des origines à la 1ère semaine de juillet 2011) : le registre des essais du groupe Cochrane sur les troubles menstruels et l'hypofertilité, le registre Cochrane des essais contrôlés (CENTRAL) (The Cochrane Library), MEDLINE, EMBASE et CINAHL.",les troubles menstruels,et,trouble/s,l'hypofertilité
oui,La rhabdomyolyse est une affection qui se caractérise par la nécrose des tissus musculaires squelettiques et l'écoulement du contenu intracellulaire myocitaire dans la circulation sanguine.,La <t>rhabdomyolyse<t> <mdef>est une<mdef> <t>affection<t> qui se caractérise par la <t>nécrose<t> des tissus musculaires squelettiques et l'<t>écoulement<t> du contenu <t>intracellulaire<t> myocitaire dans la circulation sanguine.,La rhabdomyolyse,est un/e,affection/s,une affection qui se caractérise par la nécrose des tissus musculaires squelettiques et l'écoulement du contenu intracellulaire myocitaire dans la circulation sanguine
oui,"La rhabdomyolyse peut entraîner des lésions rénales aiguës (LRA), et cette affection est potentiellement mortelle.","La <t>rhabdomyolyse<t> peut entraîner des lésions rénales aiguës (LRA), et cette <t>affection<t> est potentiellement mortelle.",des lésions rénales aiguës (LRA),est,affection/s,cette affection est potentiellement mortelle
non,Conseils de santé physique générale chez les patients atteints de troubles mentaux graves .,Conseils de santé <t>physique<t> générale chez les patients atteints de <t>troubles mentaux<t> graves .,,,trouble/s,
non,"La fourniture de conseils de santé physique générale aux patients atteints de troubles mentaux graves attire actuellement beaucoup d'attention, et les services ont été sous une pression grandissante pour en assumer la responsabilité.","La fourniture de conseils de santé <t>physique<t> générale aux patients atteints de <t>troubles mentaux<t> graves attire actuellement beaucoup d'<t>attention<t>, et les services ont été sous une <t>pression<t> grandissante pour en assumer la responsabilité.",,,trouble/s,
non,Examiner les effets des conseils sur la santé physique générale chez les patients atteints de troubles mentaux graves.,Examiner les effets des conseils sur la santé <t>physique<t> générale chez les patients atteints de <t>troubles mentaux<t> graves.,,,trouble/s,
non,Tous les essais cliniques randomisés portant sur des conseils de santé physique générale pour les patients atteints de troubles mentaux graves.,Tous les essais cliniques randomisés portant sur des conseils de santé <t>physique<t> générale pour les patients atteints de <t>troubles mentaux<t> graves.,,,trouble/s,
non,"La santé physique générale pourrait amener des patients atteints de troubles mentaux graves à accéder à plus de services de santé, ce qui pourrait ensuite leur apporter des bénéfices à plus long terme, tels qu'une réduction de la mortalité ou de la morbidité.","La santé <t>physique<t> générale pourrait amener des patients atteints de <t>troubles mentaux<t> graves à accéder à plus de services de santé, ce qui pourrait ensuite leur apporter des bénéfices à plus <t>long<t> terme, tels qu'une réduction de la mortalité ou de la morbidité.",,,trouble/s ; tels qu',
non,Design ergonomique et formation à l'ergonomie pour la prévention chez l'adulte des troubles musculo-squelettiques des membres supérieurs et du cou qui sont liés au travail.,Design ergonomique et formation à l'ergonomie pour la prévention chez l'<t>adulte<t> des troubles musculo-squelettiques des <t>membres supérieurs<t> et du <t>cou<t> qui sont liés au <t>travail<t>.,,,trouble/s,
oui,"Les troubles musculo-squelettiques (TMS) des membres supérieurs et du cou liés au travail sont, à travers le monde, une des pathologies professionnelles les plus courantes.","Les troubles musculo-squelettiques (TMS) des <t>membres supérieurs<t> et du <t>cou<t> liés au <t>travail<t> sont, à travers le monde, une des pathologies professionnelles les plus <t>cou<t>rantes.",Les troubles musculo-squelettiques (TMS) des membres supérieurs et du cou liés au travail,sont,trouble/s,une des pathologies professionnelles les plus courante
oui,"Dans l'ensemble, il y avait des preuves de qualité moyenne que le support de bras conjointement à une souris non-conventionnelle avait réduit l'incidence des troubles de la zone cou/épaule (risque relatif (RR) 0,52 ; intervalle de confiance (IC) à 95  pour cent  0,27 à 0,99) mais pas l'incidence des TMS du membre supérieur droit (RR 0,73 ; IC à 95  pour cent  0,32 à 1,66), ainsi que des preuves de faible qualité que cette intervention avait réduit l'inconfort de la zone cou/épaule (différence moyenne standardisée (DMS) -0,41 ; IC à 95  pour cent  -0,69 à -0,12) et l'inconfort du membre supérieur droit (DMS -0,34 ; IC à 95  pour cent  -0,63 à -0,06).","Dans l'ensemble, il y avait des preuves de qualité moyenne que le <t>support<t> de bras conjointement à une <t>souris<t> non-conventionnelle avait <t>réduit<t> l'incidence des troubles de la <t>zone<t> <t>cou<t>/épaule (risque <t>relatif<t> (RR) 0,52 ; intervalle de confiance (IC) à 95  pour cent  0,27 à 0,99) mais pas l'incidence des TMS du membre <t>supérieur<t> <t>droit<t> (RR 0,73 ; IC à 95  pour cent  0,32 à 1,66), ainsi que des preuves de <t>faible<t> qualité que cette intervention avait <t>réduit<t> l'<t>inconfort<t> de la <t>zone<t> <t>cou<t>/épaule (différence moyenne standardisée (DMS) -0,41 ; IC à 95  pour cent  -0,69 à -0,12) et l'<t>inconfort<t> du membre <t>supérieur<t> <t>droit<t> (DMS -0,34 ; IC à 95  pour cent  -0,63 à -0,06).",risque relatif,(),trouble/s,RR
non,"Il y avait aussi des preuves de qualité moyenne que l'incidence des troubles de la zone cou/épaule et du membre supérieur droit n'avait pas été réduite lorsque l'on comparait la souris non-conventionnelle à la souris classique (cou/épaule RR 0,62 (IC à 95  pour cent  0,19 à 2,00) ; membre supérieur droit RR 0,91 (IC à 95  pour cent  0,48 à 1,72)), le support de bras à l'absence de support du bras avec souris classique (cou/épaule RR 0,67 (IC à 95 pour cent  0,36 à 1,24) ; membre supérieur droit RR 1,09 (IC à 95  pour cent  0,51 à 2,29)) et la souris non-conventionnelle avec support de bras à la souris classique avec support de bras (cou/épaule RR 0,58 (IC à 95  pour cent  0,30 à 1,12) ; membre supérieur droit RR 0,92 (IC à 95  pour cent  0,36 à 2,36)).","Il y avait aussi des preuves de qualité moyenne que l'incidence des troubles de la <t>zone<t> <t>cou<t>/épaule et du membre <t>supérieur<t> <t>droit<t> n'avait pas été réduite lorsque l'on comparait la <t>souris<t> non-conventionnelle à la <t>souris<t> classique (<t>cou<t>/épaule RR 0,62 (IC à 95  pour cent  0,19 à 2,00) ; membre <t>supérieur<t> <t>droit<t> RR 0,91 (IC à 95  pour cent  0,48 à 1,72)), le <t>support<t> de bras à l'<t>absence de<t> <t>support<t> du bras avec <t>souris<t> classique (<t>cou<t>/épaule RR 0,67 (IC à 95 pour cent  0,36 à 1,24) ; membre <t>supérieur<t> <t>droit<t> RR 1,09 (IC à 95  pour cent  0,51 à 2,29)) et la <t>souris<t> non-conventionnelle avec <t>support<t> de bras à la <t>souris<t> classique avec <t>support<t> de bras (<t>cou<t>/épaule RR 0,58 (IC à 95  pour cent  0,30 à 1,12) ; membre <t>supérieur<t> <t>droit<t> RR 0,92 (IC à 95  pour cent  0,36 à 2,36)).",,,trouble/s,
